,City,Climate Classification,Lat,Lon,Country,Population
441,Tashkent,Csa,41.3,69.2667,Uzbekistan,2497900.0
442,Guangyuan,Cwa,32.4353,105.8398,China,2484122.0
443,Cali,Af,3.44,-76.5197,Colombia,2471474.0
444,Huangshi,Cfa,30.2018,115.0326,China,2471700.0
445,Ouagadougou,BSh,12.3686,-1.5275,Burkina Faso,2453496.0
446,Daegu,Cwa,35.8667,128.6,South Korea,2461002.0
447,Fortaleza,As,-3.7275,-38.5275,Brazil,2452185.0
448,Yaoundé,Aw,3.8578,11.5181,Cameroon,2440462.0
449,Douala,Am,4.05,9.7,Cameroon,2446945.0
450,Jilin,Dwa,43.8519,126.5481,China,2396000.0
451,Dandong,Dwa,40.1167,124.3833,China,2444697.0
452,Lianshan,Dwa,40.7523,120.828,China,2426000.0
453,Yingkou,Dwa,40.6653,122.2297,China,2428534.0
454,Nāgpur,As,21.1539,79.0831,India,2405665.0
455,Omdurman,BWh,15.6167,32.48,Sudan,2395159.0
456,Bekasi,Af,-6.2333,107.0,Indonesia,2381053.0
457,Ghāziābād,Cwa,28.6667,77.4167,India,2375820.0
458,Yuxi,Cwb,24.3495,102.5432,China,2386000.0
459,Brisbane,Cfa,-27.4678,153.0281,Australia,2360241.0
460,Anshun,Cwa,26.2456,105.934,China,2353100.0
461,Depok,Af,-6.394,106.8225,Indonesia,2330333.0
462,Shangzhou,Cwb,33.868,109.9244,China,2341742.0
463,Huainan,Cfa,32.4831,117.0164,China,2333896.0
464,Kuaidamao,Dwb,41.7302,125.9471,China,2324439.0
465,Accra,Aw,5.6037,-0.187,Ghana,2291352.0
466,Fukuoka,Cfa,33.6,130.4167,Japan,2280000.0
467,Jincheng,Dwb,35.4906,112.8483,China,2279146.0
468,Jincheng,Dwb,39.5529,113.1933,China,105038.0
469,Vancouver,Csb,49.25,-123.1,Canada,2264823.0
470,Vancouver,Csb,45.6366,-122.5967,United States,184463.0
471,Tangerang,Af,-6.1783,106.6319,Indonesia,2237006.0
472,Sanmenxia,Cwa,34.7736,111.195,China,2234018.0
473,Laibin,Cfa,23.7333,109.2333,China,2233900.0
474,Queens,Dfb,40.7498,-73.7976,United States,2230722.0
475,Queens,Dfb,44.0333,-64.7167,Canada,10307.0
476,Qinbaling,Dwa,35.7278,107.64,China,2211191.0
477,Xining,Dwb,36.6239,101.7787,China,2208708.0
478,Ma’anshan,Cfa,31.6858,118.5101,China,2202899.0
479,Yan’an,Dwa,36.5952,109.4863,China,2187009.0
480,Baku,BSk,40.3667,49.8352,Azerbaijan,2181800.0
481,Gaoping,Dwa,30.7824,106.1281,China,2174000.0
482,Gaoping,Dwa,35.7911,112.9259,China,484862.0
483,Harare,Cwb,-17.8292,31.0522,Zimbabwe,2150000.0
484,Havana,Aw,23.1367,-82.3589,Cuba,2141652.0
485,Phnom Penh,Am,11.5696,104.921,Cambodia,2129371.0
486,Ningbo,Cfa,29.875,121.5492,China,2125500.0
487,Mogadishu,BSh,2.0408,45.3425,Somalia,2120000.0
488,Puning,Cwa,23.2993,116.1586,China,2118200.0
489,Medan,Af,3.6667,98.6667,Indonesia,2109330.0
490,Huaibei,Cwa,33.9562,116.789,China,2114276.0
491,Qingyang,Dwa,24.8141,118.5792,China,2111000.0
492,Qingyang,Dwa,36.1985,113.4313,China,34098.0
493,Riverside,Cfa,33.9381,-117.3948,United States,2107852.0
494,Riverside,Cfa,40.0358,-74.9564,United States,7857.0
495,Riverside,Cfa,39.7836,-84.1219,United States,25133.0
496,Riverside,Cfa,41.0319,-73.5827,United States,8604.0
497,Riverside,Cfa,41.831,-87.8169,United States,8563.0
498,Riverside,Cfa,39.4777,-76.2385,United States,6038.0
499,Baltimore,Cfa,39.3051,-76.6144,United States,2106068.0
500,Haiphong,Cwa,20.8,106.6667,Vietnam,2103500.0
501,Las Vegas,BSk,36.2333,-115.2654,United States,2104198.0
502,Las Vegas,BSk,35.6011,-105.2206,United States,14662.0
503,Chongzuo,Cwa,22.4167,107.3667,China,2099400.0
504,Rawalpindi,Cwa,33.6007,73.0679,Pakistan,2098231.0
505,Kumasi,Aw,6.6833,-1.6167,Ghana,2069350.0
506,Portland,Dfb,45.5372,-122.65,United States,2074775.0
507,Portland,Dfb,43.6773,-70.2715,United States,203969.0
508,Portland,Dfb,27.8911,-97.3284,United States,17268.0
509,Portland,Dfb,36.5883,-86.5194,United States,13030.0
510,Portland,Dfb,-38.3333,141.6,Australia,9712.0
511,Portland,Dfb,41.5988,-72.589,United States,9322.0
512,Portland,Dfb,40.4375,-84.9833,United States,6002.0
513,Portland,Dfb,42.8696,-84.899,United States,5104.0
514,Vadodara,BSh,22.3,73.2,India,2065771.0
515,Hezhou,Cfa,24.4164,111.5478,China,2072600.0
516,Pingliang,Dwb,35.5412,106.6819,China,2068033.0
517,San Antonio,Am,29.4658,-98.5253,United States,2049293.0
518,San Antonio,Am,-25.3797,-57.6097,Paraguay,69976.0
519,San Antonio,Am,-33.5809,-71.6132,Chile,86239.0
520,San Antonio,Am,15.3833,120.8,Philippines,83060.0
521,San Antonio,Am,14.9486,120.0864,Philippines,37450.0
522,San Antonio,Am,13.9,121.3,Philippines,35891.0
523,San Antonio,Am,12.414,124.279,Philippines,8882.0
524,San Antonio,Am,18.4468,-66.3002,Puerto Rico,7655.0
525,Perth,Dfb,-31.9522,115.8589,Australia,2039200.0
526,Perth,Dfb,56.397,-3.437,United Kingdom,47430.0
527,Perth,Dfb,44.9,-76.25,Canada,5930.0
528,Vishākhapatnam,Aw,17.7333,83.3167,India,2035922.0
529,Shengli,BSk,37.45,118.4667,China,2035338.0
530,Shengli,BSk,37.9842,106.1967,China,36937.0
531,Gujranwala,Cwa,32.15,74.1833,Pakistan,2027001.0
532,Fushun,Dwa,41.8708,123.8917,China,2024000.0
533,St. Louis,Dfb,38.6358,-90.2451,United States,2024074.0
534,St. Louis,Dfb,43.4082,-84.6118,United States,7265.0
535,Bamako,Aw,12.6458,-7.9922,Mali,2009109.0
536,Quito,Cfb,-0.22,-78.5125,Ecuador,2011388.0
537,Minsk,Dfb,53.9022,27.5618,Belarus,2009786.0
538,Indore,As,22.7206,75.8472,India,1994397.0
539,Yinchuan,BWk,38.4795,106.2254,China,1993088.0
540,Kananga,Aw,-5.8961,22.4167,Congo (Kinshasa),1971704.0
541,Peshawar,BSh,34.0,71.5,Pakistan,1970042.0
542,Sapporo,Dfb,43.0621,141.3544,Japan,1961690.0
543,Eşfahān,BSk,32.6447,51.6675,Iran,1961260.0
544,Caracas,Aw,10.5,-66.9333,Venezuela,1943901.0
545,Pingxiang,Cfa,27.6333,113.85,China,1933200.0
546,Aleppo,Csa,36.2,37.15,Syria,1916781.0
547,Tijuana,BSk,32.525,-117.0333,Mexico,1922523.0
548,Almaty,Dfa,43.25,76.9,Kazakhstan,1916822.0
549,Vienna,Dfb,48.2083,16.3725,Austria,1911191.0
550,Vienna,Dfb,38.8996,-77.2597,United States,16485.0
551,Vienna,Dfb,39.324,-81.5383,United States,10124.0
552,Vienna,Dfb,43.2344,-75.7777,United States,5381.0
553,Thāne,Aw,19.18,72.9633,India,1886941.0
554,Sacramento,Aw,38.5667,-121.4683,United States,1898019.0
555,Sacramento,Aw,-19.865,-47.44,Brazil,23896.0
556,Blantyre,Cwa,-15.7861,35.0058,Malawi,1895973.0
557,Tainan,Am,22.9833,120.1833,Taiwan,1883831.0
558,Zhuhai,Cwa,22.2769,113.5678,China,1891100.0
559,Bucharest,Cfa,44.4,26.0833,Romania,1883425.0
560,Curitiba,Cfb,-25.4297,-49.2719,Brazil,1879355.0
561,Multan,BWh,30.1978,71.4711,Pakistan,1871843.0
562,Xiping,Cwb,40.082,113.2981,China,1873000.0
563,Xiping,Cwb,25.6005,103.8166,China,652604.0
564,Ecatepec,Cwb,19.6097,-99.06,Mexico,1857188.0
565,Jixi,Dwb,45.2937,130.965,China,1862165.0
566,Saidu Sharif,Cfa,34.75,72.3572,Pakistan,1860310.0
567,Liaoyang,Dwa,41.2643,123.1772,China,1858768.0
568,Hamburg,Dfb,53.55,10.0,Germany,1852478.0
569,Hamburg,Dfb,42.7394,-78.8581,United States,58266.0
570,Meru,As,0.05,37.65,Kenya,1833000.0
571,Brazzaville,Aw,-4.2667,15.2833,Congo (Brazzaville),1827000.0
572,Orlando,Cfa,28.4772,-81.3369,United States,1822394.0
573,Fuxin,Dwa,42.0127,121.6486,China,1819339.0
574,Wuwei,BSk,37.9278,102.6329,China,1815059.0
575,Manaus,Af,-3.1,-60.0167,Brazil,1802014.0
576,Bhopāl,Csa,23.25,77.4167,India,1798218.0
577,San Jose,Af,37.3019,-121.8486,United States,1798103.0
578,San Jose,Af,12.3528,121.0676,Philippines,153267.0
579,San Jose,Af,15.7833,121.0,Philippines,150917.0
580,San Jose,Af,10.75,121.95,Philippines,65140.0
581,San Jose,Af,13.8772,121.105,Philippines,79868.0
582,San Jose,Af,13.7,123.5167,Philippines,43973.0
583,San Jose,Af,10.0083,125.5889,Philippines,26375.0
584,San Jose,Af,9.4167,123.2333,Philippines,21956.0
585,San Jose,Af,12.531,124.487,Philippines,17641.0
586,Warsaw,Dfa,52.23,21.0111,Poland,1790658.0
587,Warsaw,Dfa,41.2448,-85.8464,United States,33708.0
588,Lubumbashi,Cwa,-11.6697,27.4581,Congo (Kinshasa),1786397.0
589,Davao,Af,7.0667,125.6,Philippines,1776949.0
590,Haikou,Cwa,20.02,110.32,China,1776141.0
591,Damascus,Csb,33.5131,36.2919,Syria,1754000.0
592,Damascus,Csb,39.2737,-77.2006,United States,15250.0
593,Damascus,Csb,45.4233,-122.4437,United States,11161.0
594,Shuyangzha,Cwa,34.1299,118.7734,China,1770000.0
595,Brussels,Cfb,50.8353,4.3314,Belgium,1743000.0
596,Lusaka,Cwa,-15.4167,28.2833,Zambia,1742979.0
597,Hyderabad City,BWh,25.3792,68.3683,Pakistan,1732693.0
598,Budapest,Cfb,47.4983,19.0408,Hungary,1723836.0
599,Shuozhou,Dwb,39.3408,112.4292,China,1714857.0
600,Cleveland,Cfa,41.4767,-81.6804,United States,1710093.0
601,Cleveland,Cfa,35.1817,-84.8707,United States,73596.0
602,Cleveland,Cfa,33.744,-90.7285,United States,14114.0
603,Cleveland,Cfa,30.3374,-95.0931,United States,10690.0
604,Cleveland,Cfa,34.5971,-83.7621,United States,5372.0
605,Benxi,Dwa,41.292,123.761,China,1709538.0
606,Baiyin,BSk,36.5448,104.1766,China,1708751.0
607,Pittsburgh,Cfa,40.4396,-79.9762,United States,1703266.0
608,Patna,Cwa,25.61,85.1414,India,1684222.0
609,Mosul,BSh,36.3667,43.1167,Iraq,1694000.0
610,Caloocan City,Am,14.65,120.9667,Philippines,1661584.0
611,Austin,Dfb,30.3004,-97.7522,United States,1687311.0
612,Austin,Dfb,43.6718,-92.9783,United States,25626.0
613,Sanzhou,Cwa,30.82,108.4,China,1680000.0
614,Beihai,Cwa,21.4667,109.1,China,1680000.0
615,Mecca,BWh,21.4225,39.8261,Saudi Arabia,1675368.0
616,Mecca,BWh,33.5767,-116.0645,United States,6635.0
617,Heihe,Dwb,50.2458,127.4886,China,1673899.0
618,Jingdezhen,Cfa,29.2942,117.2036,China,1673200.0
619,Conakry,Am,9.538,-13.6773,Guinea,1667864.0
620,Kampala,Af,0.3136,32.5811,Uganda,1659600.0
621,Cincinnati,Cfa,39.1413,-84.5061,United States,1662691.0
622,Recife,Am,-8.0539,-34.8808,Brazil,1653461.0
623,Yushan,Cfa,31.3867,120.9766,China,1651200.0
624,Zhongli,Cfa,24.965,121.2168,Taiwan,1632616.0
625,Kansas City,Cfa,39.1239,-94.5541,United States,1636715.0
626,Kansas City,Cfa,39.1234,-94.7443,United States,152960.0
627,Manhattan,Dfa,40.7834,-73.9662,United States,1628706.0
628,Manhattan,Dfa,39.1886,-96.6046,United States,57046.0
629,Manhattan,Dfa,41.4274,-87.9805,United States,8240.0
630,Bilāspur,Cwa,22.15,82.0167,India,1625502.0
631,Bilāspur,Cwa,30.3044,77.3028,India,9620.0
632,Semarang,Am,-6.9667,110.4167,Indonesia,1621384.0
633,Ludhiāna,Cwa,30.9083,75.8486,India,1618879.0
634,Novosibirsk,Dfb,55.0333,82.9167,Russia,1602915.0
635,Chengtangcun,Cwa,35.0833,117.15,China,1603659.0
636,Āgra,BSh,27.1724,78.0131,India,1592000.0
637,Karaj,Csa,35.8327,50.9915,Iran,1592492.0
638,Wenzhou,Cfa,27.9991,120.6561,China,1588700.0
639,Indianapolis,Cfa,39.7771,-86.1458,United States,1588961.0
640,León de los Aldama,Cwb,21.1167,-101.6833,Mexico,1579803.0
641,Puebla,Cwb,19.0333,-98.1833,Mexico,1576259.0
642,Kalyān,Aw,19.2502,73.1602,India,1576614.0
643,Madurai,Aw,9.9197,78.1194,India,1561129.0
644,Mbuji-Mayi,Aw,-6.1209,23.5967,Congo (Kinshasa),1559073.0
645,Hebi,Cwa,35.7497,114.2887,China,1569208.0
646,Shīrāz,BSk,29.61,52.5425,Iran,1565572.0
647,Jamshedpur,Aw,22.8,86.1833,India,1558000.0
648,Columbus,Dfb,39.9862,-82.985,United States,1562009.0
649,Columbus,Dfb,32.51,-84.8771,United States,261445.0
650,Columbus,Dfb,39.2093,-85.9183,United States,59897.0
651,Columbus,Dfb,33.5088,-88.4096,United States,31084.0
652,Columbus,Dfb,41.4368,-97.3563,United States,23468.0
653,Columbus,Dfb,43.3354,-89.03,United States,6793.0
654,Tabrīz,BSk,38.0833,46.2833,Iran,1558693.0
655,Maracaibo,Aw,10.6333,-71.6333,Venezuela,1551539.0
656,Kawasaki,Cfa,35.5167,139.7,Japan,1539522.0
657,Kawasaki,Cfa,33.6,130.8153,Japan,15134.0
658,Aba,Am,5.1167,7.3667,Nigeria,1530000.0
659,Palembang,Af,-2.9833,104.7644,Indonesia,1535952.0
660,Zhangjiajie,Cfa,29.1255,110.4844,China,1537900.0
661,Kōbe,Cfa,34.6913,135.183,Japan,1513193.0
662,Charlotte,Dfb,35.208,-80.8304,United States,1512923.0
663,Charlotte,Dfb,42.5662,-84.8304,United States,12703.0
664,Changshu,Cfa,31.65,120.7333,China,1510100.0
665,Lianjiang,Cwa,21.6146,110.2794,China,1509400.0
666,Ximeicun,Cfa,24.9633,118.3811,China,1508000.0
667,Jianguang,Cfa,28.1958,115.7833,China,1507402.0
668,Yucheng,Cwa,29.9888,103.0007,China,1507258.0
669,Yucheng,Cwa,36.9329,116.6403,China,522878.0
670,Belém,As,-1.4558,-48.5039,Brazil,1499641.0
671,Belém,As,-6.7469,-35.5189,Brazil,17594.0
672,Guiping,Cfa,23.4,110.0833,China,1496904.0
673,Leizhou,Cwa,20.9147,110.0806,China,1494700.0
674,Gwangju,Cfa,35.1667,126.9167,South Korea,1490092.0
675,Munich,Cfb,48.1375,11.575,Germany,1488202.0
676,Nāsik,Aw,20.0,73.7833,India,1486053.0
677,Porto Alegre,Cfa,-30.0328,-51.23,Brazil,1484941.0
678,Valencia,Aw,10.1667,-68.0,Venezuela,1484430.0
679,Valencia,Aw,39.47,-0.3764,Spain,789744.0
680,Valencia,Aw,7.9,125.0833,Philippines,216546.0
681,Valencia,Aw,8.2592,-76.1469,Colombia,46897.0
682,Valencia,Aw,9.2833,123.25,Philippines,38733.0
683,Valencia,Aw,9.6097,124.208,Philippines,28392.0
684,Valencia,Aw,-0.9525,-79.3531,Ecuador,16983.0
685,Onitsha,Aw,6.1667,6.7833,Nigeria,1483000.0
686,Abu Dhabi,BWh,24.4511,54.3969,United Arab Emirates,1483000.0
687,Virginia Beach,Cfa,36.7335,-76.0435,United States,1478868.0
688,Daejeon,Dfa,36.351,127.385,South Korea,1475221.0
689,Zapopan,Cwa,20.7167,-103.4,Mexico,1476491.0
690,Yekaterinburg,Dfb,56.8356,60.6128,Russia,1468833.0
691,Huazhou,Cwa,32.6832,112.079,China,1468061.0
692,Huazhou,Cwa,21.654,110.6294,China,1302100.0
693,Kyōto,Cfa,35.0117,135.7683,Japan,1464890.0
694,Shuangyashan,Dwb,46.6388,131.1545,China,1462626.0
695,Pizhou,Cwa,34.3422,118.0097,China,1458038.0
696,El Kelaa des Srarhna,BSh,32.05,-7.4,Morocco,1450021.0
697,Kharkiv,Dfb,50.0,36.2292,Ukraine,1446107.0
698,Yangshe,Cfa,31.8775,120.5512,China,1432044.0
699,Guyuan,Dwb,36.008,106.2782,China,1426000.0
700,Khulna,Aw,22.8167,89.55,Bangladesh,1400689.0
701,Khulna,Aw,22.3465,88.9167,India,5958.0
702,Muscat,BWh,23.6139,58.5922,Oman,1421409.0
703,Bronx,Cfa,40.8501,-73.8662,United States,1418207.0
704,Gaozhou,Cwa,21.9135,110.8481,China,1414100.0
705,Chizhou,Cfa,30.6583,117.4849,China,1402518.0
706,Farīdābād,BSh,28.4353,77.3147,India,1394000.0
707,Ulaanbaatar,BSk,47.9214,106.9055,Mongolia,1396288.0
708,Goiânia,Aw,-16.6806,-49.2564,Brazil,1393575.0
709,Fuqing,Cfa,25.7232,119.3735,China,1390487.0
710,Belgrade,Dfb,44.8167,20.4667,Serbia,1378682.0
711,Belgrade,Dfb,45.7796,-111.1751,United States,17743.0
712,Pingdu,Cwa,36.7833,119.9556,China,1378900.0
713,Milan,Cfa,45.4669,9.19,Italy,1366180.0
714,Milan,Cfa,42.0816,-83.6853,United States,7778.0
715,Milan,Cfa,35.9126,-88.7554,United States,7612.0
716,Aurangābād,Cwa,19.88,75.32,India,1371330.0
717,Aurangābād,Cwa,24.7704,84.38,India,95929.0
718,Yutan,Cfa,28.3147,112.554,China,1368117.0
719,Milwaukee,Dfb,43.0642,-87.9673,United States,1365787.0
720,Huangshan,Cfa,29.7132,118.3151,China,1358980.0
721,Auckland,Cfb,-36.85,174.7833,New Zealand,1346091.0
722,Makassar,Am,-5.1331,119.4136,Indonesia,1338663.0
723,Prague,Cfb,50.0833,14.4167,Czechia,1335084.0
724,Rājkot,BSh,22.2969,70.7984,India,1335397.0
725,Liangshi,Cfa,27.2578,111.7351,China,1335900.0
726,Córdoba,Cfb,-31.4167,-64.1833,Argentina,1329604.0
727,Córdoba,Cfb,37.8845,-4.7796,Spain,322071.0
728,Córdoba,Cfb,18.8942,-96.9347,Mexico,218153.0
729,Córdoba,Cfb,0.8533,-77.5178,Colombia,14006.0
730,Córdoba,Cfb,9.5867,-74.8272,Colombia,12266.0
731,Córdoba,Cfb,4.3911,-75.6878,Colombia,5249.0
732,Guarulhos,Cfa,-23.4667,-46.5333,Brazil,1324781.0
733,Al Başrah,BWh,30.515,47.81,Iraq,1326564.0
734,Saitama,Cfa,35.8617,139.6453,Japan,1320571.0
735,Juárez,BWk,31.7386,-106.487,Mexico,1321004.0
736,Montevideo,Dfa,-34.8667,-56.1667,Uruguay,1319108.0
737,Montevideo,Dfa,44.9505,-95.7153,United States,5043.0
738,Xintai,Cwa,35.91,117.78,China,1315942.0
739,Wusong,Cfa,30.9333,117.7667,China,1311726.0
740,Meerut,Cwa,28.99,77.7,India,1305429.0
741,Yushu,Dwa,44.8249,126.5451,China,1304436.0
742,Rongcheng,Dwa,26.2312,104.0966,China,1302891.0
743,Rongcheng,Dwa,29.8239,112.9019,China,1162770.0
744,Rongcheng,Dwa,39.05,115.8657,China,69143.0
745,Yangquan,BSk,37.8576,113.5762,China,1300000.0
746,Yangquan,BSk,37.0749,111.5541,China,34570.0
747,Adelaide,Csb,-34.9275,138.6,Australia,1295714.0
748,Baishan,Dwb,41.9377,126.4179,China,1296127.0
749,Dayan,Cwb,26.8808,100.2208,China,1296000.0
750,Haicheng,Dwa,40.8523,122.7474,China,1293877.0
751,Jiangyin,Cfa,31.9087,120.2653,China,1285785.0
752,Huaiyin,Cwa,33.5819,119.028,China,1264000.0
753,Wuzhong,BSk,37.9874,106.1919,China,1284000.0
754,Cacuaco,BSh,-8.7833,13.3667,Angola,1279488.0
755,Barranquilla,Aw,10.9639,-74.7964,Colombia,1274250.0
756,Sofia,Cfb,42.6979,23.3217,Bulgaria,1277411.0
757,Soweto,Cwb,-26.2678,27.8586,South Africa,1271628.0
758,Jabalpur,Csa,23.1667,79.9333,India,1267564.0
759,Rucheng,Cfa,32.3852,120.5634,China,1267066.0
760,Nizhniy Novgorod,Dfb,56.3269,44.0075,Russia,1264075.0
761,Dhanbād,Cwa,23.7928,86.435,India,1246000.0
762,Comayagüela,Cwa,14.0833,-87.2167,Honduras,1250000.0
763,Laiwu,Cwa,36.1833,117.6667,China,1248636.0
764,Sharjah,BWh,25.3575,55.3919,United Arab Emirates,1247749.0
765,Jingling,Cfa,30.6667,113.1667,China,1247400.0
766,Kazan,Dfb,55.7908,49.1144,Russia,1243500.0
767,Suwon,Dwa,37.2858,127.01,South Korea,1234300.0
768,Yongcheng,Cwa,33.9317,116.4459,China,1240382.0
769,Calgary,Dfc,51.05,-114.0667,Canada,1239220.0
770,Cần Thơ,Aw,10.0333,105.7833,Vietnam,1237300.0
771,Abuja,Aw,9.0556,7.4914,Nigeria,1235880.0
772,Mandalay,Aw,21.9831,96.0844,Myanmar,1225546.0
773,Beidao,Dwb,34.602,105.918,China,1225000.0
774,Xiangshui,Cwb,26.5964,104.8314,China,1221000.0
775,Dadukou,Cwa,26.5849,101.7149,China,1214121.0
776,Vila Velha,Aw,3.2167,-51.2167,Brazil,1209091.0
777,Vila Velha,Aw,-20.3364,-40.2936,Brazil,472762.0
778,Chelyabinsk,Dfb,55.15,61.4,Russia,1202371.0
779,Mombasa,As,-4.05,39.6667,Kenya,1200000.0
780,Providence,Cfa,41.823,-71.4187,United States,1203230.0
781,Providence,Cfa,41.7033,-111.8121,United States,7780.0
782,Providence,Cfa,39.9092,-76.233,United States,7029.0
783,Vārānasi,Cwa,25.3189,83.0128,India,1198491.0
784,Qom,BSh,34.64,50.8764,Iran,1201158.0
785,Zhangye,BSk,38.9355,100.4553,China,1199515.0
786,Hiroshima,Cfa,34.4,132.45,Japan,1198021.0
787,Maiduguri,BSh,11.8333,13.15,Nigeria,1197497.0
788,Maputo,Aw,-25.9153,32.5764,Mozambique,1191613.0
789,Doha,BWh,25.3,51.5333,Qatar,1186023.0
790,Rosario,Cfa,-32.9575,-60.6394,Argentina,1193605.0
791,Rosario,Cfa,13.846,121.206,Philippines,128352.0
792,Rosario,Cfa,14.4167,120.85,Philippines,110807.0
793,Rosario,Cfa,16.2333,120.4833,Philippines,60278.0
794,Rosario,Cfa,8.3814,126.0015,Philippines,49610.0
795,Rosario,Cfa,12.5167,124.4167,Philippines,10949.0
796,Rosario,Cfa,-34.3139,-57.3525,Uruguay,9311.0
797,Pikine,BSh,14.75,-17.4,Senegal,1170791.0
798,Xinyu,Cfa,27.795,114.9242,China,1186700.0
799,Ahvāz,BSh,31.3203,48.6692,Iran,1184788.0
800,Jacksonville,Cfa,30.3322,-81.6749,United States,1181496.0
801,Jacksonville,Cfa,34.7288,-77.3941,United States,108856.0
802,Jacksonville,Cfa,34.8807,-92.1302,United States,28235.0
803,Jacksonville,Cfa,39.7292,-90.2318,United States,21685.0
804,Jacksonville,Cfa,31.9642,-95.2617,United States,14815.0
805,Jacksonville,Cfa,33.8088,-85.7545,United States,12544.0
806,Medina,Dfb,24.4667,39.6,Saudi Arabia,1180770.0
807,Medina,Dfb,8.9167,125.0167,Philippines,35612.0
808,Medina,Dfb,41.1358,-81.8694,United States,25956.0
809,Medina,Dfb,-16.2228,-41.4769,Brazil,20759.0
810,Medina,Dfb,4.5092,-73.3494,Colombia,10205.0
811,Medina,Dfb,43.2197,-78.3888,United States,7816.0
812,Medina,Dfb,45.0326,-93.5834,United States,6712.0
813,Srīnagar,Cfb,34.0911,74.8061,India,1180570.0
814,Omsk,Dfb,54.9667,73.3833,Russia,1178391.0
815,Liaoyuan,Dwa,42.8976,125.1381,China,1176239.0
816,Cilacap,Af,-7.7167,109.017,Indonesia,1174964.0
817,Yingtan,Cfa,28.2333,117.0,China,1175000.0
818,Bandar Lampung,Af,-5.4294,105.2625,Indonesia,1166761.0
819,Samara,Dfb,53.1833,50.1167,Russia,1169719.0
820,Guankou,Cwa,28.2363,113.6984,China,1168056.0
821,Guankou,Cwa,30.9933,103.624,China,671200.0
822,Ulsan,Cfa,35.55,129.3167,South Korea,1166033.0
823,Dingzhou,Dwa,38.5158,114.9845,China,1165182.0
824,Campinas,Cfa,-22.9009,-47.0573,Brazil,1164098.0
825,Lianyuan,Cfa,27.6961,111.6659,China,1162928.0
826,Dakar,BSh,14.7319,-17.4572,Senegal,1146053.0
827,Kaiyuan,Cwb,36.0656,113.8153,China,1160000.0
828,Kaiyuan,Cwb,42.538,124.0371,China,545624.0
829,Kaiyuan,Cwb,23.7147,103.2585,China,322693.0
830,Nay Pyi Taw,Aw,19.7475,96.115,Myanmar,1160242.0
831,Kigali,Aw,-1.9536,30.0606,Rwanda,1156663.0
832,Leiyang,Cfa,26.4179,112.8457,China,1151554.0
833,Benin City,Aw,6.3176,5.6145,Nigeria,1147188.0
834,Birmingham,Dfb,52.48,-1.9025,United Kingdom,1137100.0
835,Birmingham,Dfb,33.5277,-86.7987,United States,739573.0
836,Birmingham,Dfb,42.5447,-83.2166,United States,21389.0
837,Xiantao,Cfa,30.3833,113.4,China,1140100.0
838,Amritsar,Cwa,31.6269,74.877,India,1132383.0
839,Callao,BWh,-12.0611,-77.1333,Peru,1129854.0
840,Monterrey,BSh,25.6667,-100.3,Mexico,1135512.0
841,Alīgarh,BSh,27.88,78.08,India,1131160.0
842,Yingchuan,Cwa,34.1511,113.4733,China,1131896.0
843,Ciudad Nezahualcóyotl,Cwb,19.41,-99.03,Mexico,1109363.0
844,Tripoli,Csa,32.8752,13.1875,Libya,1126000.0
845,Tripoli,Csa,34.4333,35.8333,Lebanon,530000.0
846,Nampo,Dwa,38.7689,125.4505,North Korea,1127000.0
847,Rostov,Dfb,47.2333,39.7167,Russia,1125299.0
848,Rostov,Dfb,57.1833,39.4167,Russia,30943.0
849,Tegucigalpa,Cwa,14.0942,-87.2067,Honduras,1126534.0
850,Tbilisi,Cfa,41.7225,44.7925,Georgia,1118035.0
851,Guwāhāti,Cwa,26.1722,91.7458,India,1116267.0
852,Ufa,Dfb,54.7261,55.9475,Russia,1115560.0
853,Fès,Csa,34.0433,-5.0033,Morocco,1112072.0
854,Biên Hòa,Aw,10.9508,106.8221,Vietnam,1104000.0
855,N’Djamena,BSh,12.11,15.05,Chad,1092066.0
856,Ikare,Aw,7.5304,5.76,Nigeria,1099931.0
857,Salt Lake City,Dfb,40.7777,-111.9306,United States,1098526.0
858,Bhilai,Aw,21.2186,81.4314,India,1097000.0
859,Hāora,Aw,22.5736,88.3251,India,1077075.0
860,Tamale,Aw,9.4075,-0.8533,Ghana,1095808.0
861,Xibeijie,BWk,39.737,98.5049,China,1095947.0
862,Copenhagen,Cfb,55.6805,12.5615,Denmark,1085000.0
863,Nezahualcóyotl,Cwb,19.4,-98.9889,Mexico,1077208.0
864,Hanchuan,Cfa,30.652,113.8274,China,1092700.0
865,Gongzhuling,Dwa,43.5036,124.8088,China,1092692.0
866,Krasnoyarsk,Dfc,56.0089,92.8719,Russia,1083865.0
867,Cologne,Cfb,50.9422,6.9578,Germany,1083498.0
868,Cologne,Cfb,45.5849,9.9434,Italy,7534.0
869,Yicheng,Cfa,31.3697,119.8239,China,1082929.0
870,Yicheng,Cfa,31.7117,112.2551,China,512530.0
871,Zhufeng,Cwa,36.0,119.4167,China,1081960.0
872,São Gonçalo,Aw,-22.8269,-43.0539,Brazil,1077687.0
873,Nashville,Cfa,36.1715,-86.7843,United States,1081903.0
874,Nashville,Cfa,35.9692,-77.9555,United States,5554.0
875,Yerevan,Dfb,40.1814,44.5144,Armenia,1075800.0
876,Nur-Sultan,Dfb,51.1333,71.4333,Kazakhstan,1078362.0
